X,Y,SHAPE.LEN,SHAPE.AREA,NAME,OBJECTID,ALIAS
-87.8056297248936,41.9143667499872,4806.947079,1396111.97046059,v30xxxp090c.jpg,3744,v30xxxp090c
-87.8027674995873,41.9143746999741,4663.27676266667,1304864.55875511,v30xxxp091c.jpg,3745,v30xxxp091c
-87.8001360497899,41.9144157499739,4678.045762,1316502.06685116,v30xxxp092c.jpg,3746,v30xxxp092c
-87.7971912999971,41.9144467999736,4642.9375645,1297035.66599337,v30xxxp093c.jpg,3747,v30xxxp093c
-87.7940202997817,41.914518149974,4757.16043316667,1368934.81147712,v30xxxp094c.jpg,3748,v30xxxp094c
-87.7913062746759,41.9145405999612,4733.63882666667,1349828.86418954,v30xxxp095c.jpg,3749,v30xxxp095c
-87.7885239495716,41.9145422499744,4767.53508433334,1369620.6580941,v30xxxp096c.jpg,3750,v30xxxp096c
-87.7852627997821,41.9145804999741,4728.87374433334,1348086.48011054,v30xxxp097c.jpg,3751,v30xxxp097c
-87.782389224677,41.9146330999611,4692.911874,1322836.88722105,v30xxxp098c.jpg,3752,v30xxxp098c
-87.7797594246753,41.914624399987,4678.8508785,1318281.14895299,v30xxxp099c.jpg,3753,v30xxxp099c
-87.776984349779,41.9147008999737,4662.13568883334,1310142.46206184,v30xxxp100c.jpg,3754,v30xxxp100c
-87.8056289497922,41.910649099974,4694.86200133334,1325075.88648004,v30xxxp104c.jpg,3755,v30xxxp104c
-87.8026724748947,41.9106908999868,4623.29259066667,1287685.71581397,v30xxxp105c.jpg,3756,v30xxxp105c
-87.8000602997872,41.9107101499737,4670.37911066667,1314950.77520086,v30xxxp106c.jpg,3757,v30xxxp106c
-87.7973453997894,41.9107900999735,4602.57412816667,1273326.13474419,v30xxxp107c.jpg,3758,v30xxxp107c
-87.7949381748896,41.9108313999603,4642.23743466667,1298089.84272401,v30xxxp108c.jpg,3759,v30xxxp108c
-87.7924684499971,41.9108638499735,4628.09573066667,1288931.37975064,v30xxxp109c.jpg,3760,v30xxxp109c
-87.7898564497849,41.9108774999736,4640.34636233334,1297180.69744664,v30xxxp110c.jpg,3761,v30xxxp110c
-87.7868007499965,41.9109477999737,4658.69671933334,1305647.70613126,v30xxxp111c.jpg,3762,v30xxxp111c
-87.783955949786,41.9109646499737,4636.963167,1291483.28661782,v30xxxp112c.jpg,3763,v30xxxp112c
-87.7818535997841,41.9109730499738,4659.44671783334,1305149.15234603,v30xxxp113c.jpg,3764,v30xxxp113c
-87.7790121748912,41.9110009499868,4621.419891,1283932.75399325,v30xxxp114c.jpg,3765,v30xxxp114c
-87.7765166497782,41.9110623499742,4757.0515095,1364188.68967661,v30xxxp115c.jpg,3766,v30xxxp115c
-87.7894361997816,41.9254816999745,4818.35322416667,1401858.88444629,v30xxxp116c.jpg,3767,v30xxxp116c
-87.6709040499394,41.7344497999742,5173.588078,1656589.53313798,v35xxxp001csuba.jpg,3768,v35xxxp001csuba
-87.6687146496778,41.7315945999744,5233.99806216667,1698580.70160958,v35xxxp001csubb.jpg,3769,v35xxxp001csubb
-87.6693815497349,41.7338770499743,4776.703045,1376915.76150775,v35xxxp002c.jpg,3770,v35xxxp002c
-87.6667364497417,41.7339182499744,4753.4688395,1356310.12394377,v35xxxp003c.jpg,3771,v35xxxp003c
-87.6643163997359,41.7338973499739,4679.96045633334,1318861.58944299,v35xxxp004c.jpg,3772,v35xxxp004c
-87.6614763497306,41.7340818999747,4871.3032495,1433519.24400256,v35xxxp005c.jpg,3773,v35xxxp005c
-87.6584486248502,41.7341072999618,4874.05783716667,1437322.38541259,v35xxxp006c.jpg,3774,v35xxxp006c
-87.6554802745984,41.7341181999606,4666.66914433334,1312015.32393266,v35xxxp007c.jpg,3775,v35xxxp007c
-87.6524043748487,41.7341802499614,4828.33220683334,1410656.292957,v35xxxp008c.jpg,3776,v35xxxp008c
-87.6494258997316,41.7341779499739,4687.8075535,1322277.10054651,v35xxxp009c.jpg,3777,v35xxxp009c
-87.646452,41.734243049974,4727.45642433334,1344375.94843539,v35xxxp010c.jpg,3778,v35xxxp010c
-87.645094349994,41.7342341499739,4717.8271785,1339997.36938113,v35xxxp011c.jpg,3779,v35xxxp011c
-87.6424304997374,41.7342340499739,4616.2210825,1274010.88684635,v35xxxp012c.jpg,3780,v35xxxp012c
